song_id	song_name	id_artists	name_artists	popularity	explicit	song_type	track_number	num_artists	num_available_markets	release_date	duration_ms	key	mode	time_signature	acousticness	danceability	energy	instrumentalness	liveness	loudness	speechiness	valence	tempo
0bXKJhtaEo03GSWW8JoOh6	Winner At a Losing Game	['0bQMioo9WhAMfZ5RHwBGqi']	['Midday Sun']	0	False	Solo	13	1	78	2012-10-13	241535	7	1	4	0.744	0.649	0.407	0	0.104	-8.647	0.024	0.416	86.024
5k3VjTwIsOjQ2woGz3Yx71	Can't Help but Wait	['2iojnBLj0qIMiKPvVhLnsH']	['Trey Songz']	61	False	Solo	7	1	78	2007-10-01	206413	8	0	4	0.358	0.699	0.699	0	0.0912	-5.564	0.0737	0.611	94.977
40bd032FvXsRP6QIeKkANi	Stay	['0hYxQe3AK5jBPCr5MumLHD']	['Sugarland']	36	False	Solo	9	1	79	2006-01-01	284427	4	1	4	0.774	0.549	0.284	0	0.105	-8.383	0.0388	0.389	135.632
4w77UgmR6FUJ3KJhG4dsfu	Rock Star	['46zR9v4AslD7tu5Qbz0GSo']	['Ameritz Tribute Crew']	0	False	Solo	10	1	79	2012-03-29	178788	2	1	4	0.0856	0.587	0.653	0	0.453	-10.706	0.127	0.83	160.776
4eAwB5pnKFTmsgc3zWoYO0	Fake It	['6B5c4sch27tWHAGdarpPaW']	['Seether']	72	True	Solo	2	1	78	2007-01-01	193893	8	1	4	0.00131	0.615	0.949	3.04e-06	0.0585	-3.52	0.0549	0.586	131.985
4zQuwW24dweWcaX0fEJkP2	You Know I'm No Good	['6Q192DXotxtaysaqNPy5yR']	['Amy Winehouse']	72	False	Solo	2	1	78	2006-01-01	256947	9	1	4	0.0132	0.705	0.806	0.00428	0.0701	-3.607	0.0309	0.734	103.383
6u8phyrH4qbybaIyxtJ9RS	What Do Ya Think About That	['3bGXaFVQLASmDMdjjeJr8a']	['Montgomery Gentry']	55	False	Solo	8	1	33	2006-10-24	217947	7	1	4	0.0504	0.592	0.795	6.35e-06	0.0852	-6.13	0.0291	0.705	157.067
2HPVtKMWRlP1r9ODenvePM	I'll Be Waiting	['5gznATMVO85ZcLTkE9ULU7']	['Lenny Kravitz']	53	False	Solo	6	1	79	2008-02-05	259187	10	1	4	0.0736	0.677	0.452	0.0065	0.0969	-6.468	0.0332	0.595	72.78
7uYl7xgDeAOHP98obvrJvB	Who Knew	['1KCSPY1glIKqW2TotWuXOR']	['P!nk']	69	False	Solo	2	1	79	2006-04-04	208493	9	1	4	0.00462	0.688	0.733	0	0.0756	-4.569	0.0274	0.459	140.004
6SpLc7EXZIPpy0sVko0aoU	Misery Business	['74XFHRwlV6OrjEM0A2NCMF']	['Paramore']	70	False	Solo	4	1	3	2007-06-11	211520	1	1	4	0.00272	0.517	0.906	9.26e-06	0.113	-3.677	0.0735	0.731	172.977
35bEmBJLZeCeNERYl6t4FU	Suspicions	['6roFdX1y5BYSbp60OTJWMd']	['Tim McGraw']	32	False	Solo	5	1	79	2007-03-27	316973	0	0	4	0.327	0.599	0.733	0	0.091	-6.182	0.0299	0.798	147.305
4B8fxoBXegCQZiaf7gSM2i	Get My Drink On	['2bA6fzP0lMAQ4kz6CF61w8']	['Toby Keith']	25	False	Solo	4	1	79	2008-10-21	187053	2	1	4	0.0161	0.579	0.955	0.000304	0.131	-4.252	0.0536	0.816	99.869
6V4y4uuMAxe2EYDIWNToaH	Pictures Of You	['4UrGiQXrpB2CmzVGVFtH5E']	['The Last Goodnight']	56	False	Solo	1	1	79	2007-01-01	190173	2	1	4	0.165	0.325	0.816	0	0.0729	-3.714	0.0633	0.579	207.673
6KCa9qGpQ8eCjjFDFwF1r6	Everybody	['0u2FHSq3ln94y5Q57xazwf']	['Keith Urban']	38	False	Solo	18	1	79	2007-01-01	237173	2	1	4	0.0423	0.417	0.488	0	0.0959	-7.029	0.0292	0.206	188.209
3K6DAo9Gc5kboVoYi1Grkp	I'm Me	['55Aa2cqylxrFIXC767Z865']	['Lil Wayne']	34	True	Solo	3	1	65	2008-01-01	294933	11	0	4	0.0286	0.536	0.815	0	0.225	-4.383	0.272	0.202	150.951
1iTb2vi8Bls7QY6CKL2gj2	Through The Fire And Flames	['2pH3wEn4eYlMMIIQyKPbVR']	['DragonForce']	65	False	Solo	1	1	78	2016-04-29	439213	0	0	4	0.00153	0.183	0.952	0.00799	0.345	-4.862	0.118	0.117	100.031
36UVZPoK8a1Oxh13cY8kOp	I Don't Wanna Be In Love (Dance Floor Anthem)	['5aYyPjAsLj7UzANzdupwnS']	['Good Charlotte']	56	False	Solo	4	1	33	2007-03-16	244000	6	1	4	0.0226	0.64	0.884	0	0.187	-2.609	0.0428	0.573	124.968
4fzsfWzRhPawzqhX8Qt9F3	Stronger	['5K4W6rqBFWDnAN6FQUkS6x']	['Kanye West']	79	True	Solo	3	1	79	2007-09-11	311867	10	0	4	0.00564	0.617	0.717	0	0.408	-7.858	0.153	0.49	103.992
3k2Zv2luPZHpxfFjGpr4Mm	How Far We've Come	['3Ngh2zDBRPEriyxQDAMKd1']	['Matchbox Twenty']	54	False	Solo	1	1	74	2007-09-29	210040	0	1	4	0.0124	0.578	0.859	1.93e-06	0.184	-6.893	0.0527	0.807	83.012
7mXmxXLAnsvXKt4Q37KoMI	Over You	['5P5FTygHyx2G57oszR3Wot']	['Daughtry']	61	False	Solo	4	1	75	2006-11-21	204853	3	1	4	0.017	0.423	0.922	0	0.102	-2.602	0.0411	0.567	156.063
0jTTjg6q4jsd2RhuHwTvLj	He Said She Said	['2ddxtfC0oS8LoktXUHE7YL']	['Ashley Tisdale']	52	False	Solo	2	1	77	2007-01-01	188000	7	0	4	0.0966	0.694	0.709	0	0.267	-6.205	0.103	0.566	114.966
52L6B9kotY3jOqeuMNsGLL	Work That	['1XkoF8ryArs86LZvFOkbyr']	['Mary J. Blige']	26	False	Solo	1	1	76	2007-01-01	210587	5	1	4	0.0347	0.794	0.589	3.73e-05	0.0795	-4.49	0.083	0.592	93.11
7GmyuYHwc7nZcvjoAnYWUs	Kindly Unspoken	['7whckrkkTMEuvqfaNfMs7S']	['Kate Voegele']	30	False	Solo	13	1	77	2007-01-01	244067	2	1	3	0.866	0.54	0.367	0	0.114	-5.924	0.0283	0.458	110.815
5JtRN8PCpxoL03vnIpZXc7	Firecracker	['7vCtweS8UVAXTyau2j0rDT']	['Josh Turner']	46	False	Solo	2	1	61	2007-01-01	208800	1	0	3	0.0869	0.455	0.976	0.000348	0.097	-5.303	0.108	0.749	174.719
6reuJxDtjebwc9FB6rNpp0	Don't Blink	['3grHWM9bx2E9vwJCdlRv9O']	['Kenny Chesney']	56	False	Solo	2	1	79	2007-09-11	285280	4	1	4	0.115	0.604	0.605	1.22e-05	0.305	-8.516	0.0352	0.647	147.925
6ic8OlLUNEATToEFU3xmaH	Gimme More	['26dSoYclwsYLMAKD3tpOr4']	['Britney Spears']	67	False	Solo	1	1	79	2007-10-25	251240	2	1	4	0.25	0.788	0.844	0.000678	0.0723	-3.131	0.0334	0.382	113.324
7DJBy7gCXi2NkcgoIvPLcG	How 'Bout Them Cowgirls	['5vngPClqofybhPERIqQMYd']	['George Strait']	49	False	Solo	13	1	79	2006-01-01	235800	4	1	4	0.395	0.617	0.799	0	0.365	-4.537	0.0354	0.452	117.03
3miEyUBEkx77LBUvno42EO	Shawty Is A 10	['1W3FSF1BLpY3hlVIgvenLz']	['The-Dream']	40	True	Solo	1	1	66	2009-01-01	230040	0	1	4	0.0477	0.716	0.529	0	0.0732	-3.688	0.0452	0.394	75.016
7gKXhq1ltzKbnU6ow7UKDg	Start All Over	['46zR9v4AslD7tu5Qbz0GSo']	['Ameritz Tribute Crew']	1	False	Solo	4	1	79	2012-04-11	206043	7	1	4	0.0118	0.654	0.924	4.26e-06	0.0861	-4.903	0.1	0.58	150.026
5kVSDFEAqgjKtcD6tRvRzY	Girls In Their Summer Clothes	['3eqjTLE0HfPfh78zjh6TqT']	['Bruce Springsteen']	42	False	Solo	6	1	79	2007-09-25	259173	0	1	4	0.0319	0.439	0.76	0	0.119	-4.383	0.0316	0.673	113.102
3RlsVPIIs5KFhLFhxZ4iDF	Rockstar	['6deZN1bslXzeGvOLaLMOIF']	['Nickelback']	69	False	Solo	11	1	74	2005-09-26	252040	0	1	4	0.0459	0.616	0.91	0	0.343	-3.004	0.0386	0.693	144.073
4YMF887Vyq1Xnj1QO6E25t	Taking Chances	['4S9EykWXhStSc15wEx8QFK']	['Céline Dion']	49	False	Solo	1	1	77	2007-11-01	242067	2	1	4	0.0198	0.266	0.536	0	0.157	-5.613	0.0357	0.25	176.063
4IsjWC8VboYjsSSchoMX7m	Freaky Gurl	['13y7CgLHjMVRMDqxdx0Xdo']	['Gucci Mane']	42	True	Solo	5	1	79	2008-01-01	226720	7	1	4	0.0172	0.755	0.644	0	0.193	-2.464	0.0642	0.742	147.019
7nKOPOosPKm9M4KeTdmuMp	Wake Up Call	['04gDigrS5kc9YWfZHwBETP']	['Maroon 5']	53	False	Solo	4	1	65	2007-01-01	201307	4	0	4	0.0302	0.631	0.949	0	0.0882	-2.671	0.0591	0.969	164.118
0CDqyeMtMPwLsSITWmGeZG	Bad Day	['1SCWcYnoEh1978ycTDhZoW']	['Alvin & The Chipmunks']	19	False	Solo	1	1	69	2007-01-01	213427	9	1	4	0.19	0.694	0.657	0.164	0.165	-3.898	0.0314	0.339	140.032
49CP2usyaN98EdtrOWXnal	1234	['6CWTBjOJK75cTE8Xv8u1kj']	['Feist']	62	False	Solo	9	1	72	2007-01-01	183623	2	1	4	0.268	0.704	0.482	5.34e-06	0.0852	-7.365	0.0569	0.609	109.914
3CE3PYF64qJBjq54Uf9ZiW	Our Time Now	['1g1yxsNVPhMUl9GrMjEb2o']	["Plain White T's"]	50	False	Solo	1	1	12	2006-01-01	170213	0	1	4	0.0144	0.585	0.921	6.21e-06	0.368	-4.45	0.0352	0.915	102.947
43Tzmi4Lw0GcZRAE4xqwOg	Citizen/Soldier	['2RTUTCvo6onsAnheUk3aL9']	['3 Doors Down']	43	False	Solo	2	1	74	2008-01-01	232933	8	1	4	0.0165	0.643	0.815	0.0051	0.196	-5.431	0.0341	0.451	96.98
5Hd0J6dWz0jqgRDJoRpOdc	Fall	['4MPkNgar5uTd8Sqvrr7par']	['Clay Walker']	52	False	Solo	2	1	79	2007-04-17	217080	0	1	4	0.193	0.55	0.543	0	0.0994	-6.986	0.0287	0.208	138.003
5iJQzZxgX44wUGo8ubyVaC	Funkytown	['1SCWcYnoEh1978ycTDhZoW']	['Alvin & The Chipmunks']	11	False	Solo	8	1	69	2007-01-01	211880	0	1	4	0.000875	0.808	0.75	0.927	0.0897	-7.005	0.0645	0.302	123.031
6sDP4912wjwB7BJhbSnjS1	S.O.S.	['7gOdHgIoIKoe4i9Tta6qdD']	['Jonas Brothers']	66	False	Solo	1	1	79	2007-01-01	153347	7	1	4	0.000728	0.587	0.696	0	0.184	-3.836	0.0677	0.701	137.087
6xfL1KzGxg48ACVlQE9qXr	So Small	['4xFUf1FHVy696Q1JQZMTRj']	['Carrie Underwood']	48	False	Solo	3	1	79	2007-10-22	225213	3	1	3	0.306	0.426	0.784	0	0.0695	-3.225	0.0421	0.272	147.939
44M8gY48QHhvc6vn5be10N	Me Love	['6S0dmVVn4udvppDhZIWxCr']	['Sean Kingston']	53	False	Solo	4	1	79	2008-03-11	204293	1	1	4	0.0628	0.66	0.847	0	0.112	-3.25	0.191	0.925	180.01
1KHdq8NK9QxnGjdXb55NiG	Falling in Love at a Coffee Shop	['1whjlG0NSaQytgDIWz10GS']	['Landon Pigg']	57	False	Solo	4	1	76	2009-09-24	244987	4	1	3	0.2	0.489	0.561	4.56e-05	0.179	-7.933	0.0274	0.238	83.457
5NhZkLMccDVhxocmVHDu4G	Livin' Our Love Song	['6vgqbvuLEUcrg7SB1kRTYE']	['Jason Michael Carroll']	54	False	Solo	6	1	50	2007-02-06	231467	7	1	4	0.287	0.488	0.855	0	0.132	-3.417	0.0399	0.799	148.971
6TlRNJaezOdzdECnQeRuMM	Bed	['7G6hXrjGpi6I7waNl4wxAk']	['J. Holiday']	66	False	Solo	4	1	79	2007-01-01	275107	5	0	4	0.17	0.684	0.606	0	0.058	-7.268	0.0504	0.723	127.901
7x8dCjCr0x6x2lXKujYD34	The Pretender	['7jy3rLJdDQY21OgRLCZ9sD']	['Foo Fighters']	75	False	Solo	1	1	79	2007-09-25	269373	9	1	4	0.000917	0.433	0.959	0	0.028	-4.04	0.0431	0.365	172.984
3W6PmtGTyLwWBWUYplSWHT	This Christmas	['7bXgB6jMjp9ATFy66eO08Z']	['Chris Brown']	40	False	Solo	1	1	79	2007-11-20	197560	7	0	1	0.384	0.407	0.647	0	0.0862	-6.031	0.125	0.398	88.061
24NcroZPqB7pSpCBDa3gT7	Do You Hear What I Hear?	['0bQMioo9WhAMfZ5RHwBGqi']	['Midday Sun']	1	False	Solo	14	1	79	2012-06-15	253353	7	1	4	0.582	0.49	0.405	0	0.341	-7.885	0.0267	0.32	79.27
5BY0p2EH4EznNZ0MFD9mjt	Me Enamora	['0UWZUmn7sybxMCqrw9tGa7']	['Juanes']	60	False	Solo	3	1	71	2007-01-01	192613	4	0	4	0.0173	0.684	0.85	0	0.0913	-3.867	0.034	0.922	94.003
0bl8cC6oBCt96U8MovxhV8	Nothin’ Better To Do	['2d3VHzlOEwXvmBdS4pzOPL']	['LeAnn Rimes']	34	False	Solo	20	1	79	2015-02-03	266507	5	0	4	0.254	0.451	0.911	0	0.17	-3.668	0.143	0.455	198.075
3HE50TVRquwXe9yv2HFoNL	Never Too Late	['2xiIXseIJcq3nG7C8fHeBj']	['Three Days Grace']	68	False	Solo	4	1	77	2006-06-25	209333	2	0	4	0.00838	0.433	0.778	0	0.163	-4.68	0.0371	0.217	149.864
0UFDKFqW2oGspYeYqo9wjA	Bleed It Out	['6XyY86QOPPrYVGvF9ch6wz']	['Linkin Park']	71	True	Solo	4	1	68	2007-05-14	166373	1	0	4	0.114	0.529	0.967	0	0.61	-3.647	0.0508	0.596	140.127
2N71HM6J3y5emDKSGY0Tqk	As If	['1YKHTcncveu1ITHCfXK0dJ']	['Modern Country Ladies']	0	False	Solo	7	1	79	2011-07-01	209440	4	1	4	0.0297	0.622	0.662	0.897	0.126	-7.98	0.0368	0.539	119.037
3EQrkdolSzhmCs3ZEk5PYS	More Than a Memory	['6RuIbUAQK9fmBq08AbY6XE']	['Brooks Jefferson']	34	False	Solo	11	1	79	2015-03-13	202664	1	1	4	0.46	0.491	0.549	0	0.165	-4.252	0.0279	0.184	138.339
4Ng7hGdPwpINleVecBWiOO	Free And Easy (Down The Road I Go)	['7x8nK0m0cP2ksQf0mjWdPS']	['Dierks Bentley']	53	False	Solo	1	1	78	2008-01-01	201120	6	1	4	0.00525	0.557	0.825	0.00164	0.177	-4.657	0.0283	0.841	120.015
2ZFHIBeuhi0zpB43k6ZcGn	Mistletoe	['6aZyMrc4doVtZyKNilOmwu']	['Colbie Caillat']	12	False	Solo	13	1	74	2012-01-01	230867	11	1	4	0.0479	0.569	0.453	0	0.127	-8.209	0.0279	0.307	125.994
1OeTY85K4i1I7kNnvESfeb	Hood Figga	['3Y365ZqTf6fJ4ZcRnLKPGt']	['Gorilla Zoe']	28	False	Solo	2	1	78	2007-09-25	200933	1	1	4	0.0162	0.814	0.713	0	0.123	-5.089	0.107	0.145	174.264
5EPiM1Y2vfC9gOwREevnBy	Take Me There	['1KsoFswS4E7XnmU5afgxql']	['Sound Sleepers']	0	False	Solo	10	1	78	2008-11-25	249520	4	1	4	0.315	0.55	0.327	0.855	0.116	-11.194	0.0302	0.229	154.014
3opmoDn4nG2eZWPjI8B7Bg	If You're Reading This	['6roFdX1y5BYSbp60OTJWMd']	['Tim McGraw']	52	False	Solo	14	1	79	2007-03-27	252720	11	1	4	0.823	0.305	0.304	0	0.67	-8.383	0.0285	0.341	145.49
0UCQ9RkNu2cjZclKFMwvEL	Online	['13YmWQJFwgZrd4bf5IjMY4']	['Brad Paisley']	45	False	Solo	14	1	79	2010-11-02	289413	7	1	4	0.0882	0.557	0.856	0.0326	0.681	-5.294	0.0687	0.846	133.527
1Kgyx7NLtzsa3gWV1efGHu	Sexy Movimiento	['1wZtkThiXbVNtj6hee6dz9']	['Wisin & Yandel']	65	False	Solo	9	1	19	2007-01-01	209680	10	0	4	0.358	0.812	0.767	1.13e-05	0.142	-6.233	0.0399	0.766	104.99
4RCWB3V8V0dignt99LZ8vH	Hey There Delilah	['1g1yxsNVPhMUl9GrMjEb2o']	["Plain White T's"]	78	False	Solo	13	1	79	2005-01-01	232533	2	1	4	0.872	0.657	0.291	0	0.114	-10.572	0.0293	0.298	103.973
34LCMPGuYjzcBzEMnFg6yW	Music Is My Hot Hot Sex	['2K13AVg3bFpHSxDM1vJ0qA']	['CSS']	28	False	Solo	11	1	16	2005-01-01	187080	8	0	4	0.0141	0.738	0.719	0.000987	0.0671	-5.598	0.044	0.918	100.015
6m5jURnwGHY1pVw0sJqBBq	Sorry, Blame It On Me	['0z4gvV4rjIZ9wHck67ucSV']	['Akon']	58	False	Solo	13	1	73	2006-01-01	295720	7	1	4	0.251	0.709	0.65	2.32e-05	0.0731	-7.371	0.273	0.543	176.141
2dOcfwJpfgGLcB4vPi8YXf	Do It Well	['2DlGxzQSjYe5N6G9nkYghR']	['Jennifer Lopez']	44	False	Solo	4	1	60	2007-10-01	185933	5	0	4	0.0311	0.763	0.81	0	0.316	-5.118	0.0861	0.437	108.004
6z7fZRrQfOH3ZjWEkC4QhC	Hot	['0p4nmQO2msCgU4IF37Wi3j']	['Avril Lavigne']	58	False	Solo	7	1	79	2007-04-17	202973	8	1	4	0.0173	0.6	0.938	0	0.355	-3.806	0.0821	0.469	144.953
2OXo0vKbu3ilgz4S5EOn60	I Get Money	['3q7HBObVc0L8jNeTe5Gofh']	['50 Cent']	53	True	Solo	5	1	64	2007-01-01	223720	9	1	4	0.153	0.466	0.935	0.000304	0.343	-4.543	0.365	0.453	92.978
0ZUo4YjG4saFnEJhdWp9Bt	Before He Cheats	['4xFUf1FHVy696Q1JQZMTRj']	['Carrie Underwood']	72	False	Solo	7	1	79	2005-11-14	199947	6	0	4	0.271	0.519	0.749	0	0.119	-3.318	0.0405	0.29	147.905
5ef3mAxAAjk93V6IpriOrz	From Where You Are	['5PokPZn11xzZXyXSfnvIM3']	['Lifehouse']	49	False	Solo	6	1	79	2010-01-01	181280	9	0	4	0.185	0.363	0.408	2.94e-06	0.113	-10.861	0.0273	0.271	87.337
1OIxqnC2Bc8fN91XSxQ8HX	Love Me If You Can	['2bA6fzP0lMAQ4kz6CF61w8']	['Toby Keith']	28	False	Solo	2	1	79	2008-10-21	216867	5	1	4	0.242	0.57	0.633	0.00176	0.0866	-6.26	0.0285	0.339	148.027
7keXdrB4mz57u4b8YkCwag	Dreaming with a Broken Heart	['0hEurMDQu99nJRq8pTxO14']	['John Mayer']	65	False	Solo	10	1	79	2006-09-11	245747	0	1	4	0.557	0.608	0.351	0.00892	0.201	-9.316	0.03	0.157	135.976
0U969xYNlAyfzi8P1TaO7u	Wait for You	['4am1I89OWXUzFh4ctRLkdd']	['Elliott Yamin']	61	False	Solo	2	1	79	2007-03-23	261320	0	1	4	0.25	0.764	0.487	0	0.184	-6.734	0.0281	0.352	116.027
7KPTwEENcZ5r4KJ6FHmhLP	Home	['5P5FTygHyx2G57oszR3Wot']	['Daughtry']	54	False	Solo	2	1	77	2006-01-01	255253	6	1	4	0.00416	0.461	0.855	7.14e-06	0.19	-3.235	0.0338	0.383	143.918
5S7a7KwUsmqPPAG0JPZkQN	Headlines (Friendship Never Ends)	['0uq5PttqEjj3IH1bzwcrXF']	['Spice Girls']	23	False	Solo	13	1	79	2007-01-01	210520	1	1	4	0.0942	0.543	0.629	0	0.292	-9.017	0.0273	0.589	144.002
4oXOOBwZsHFnRRNBNXrr9X	Famous In a Small Town	['66lH4jAE7pqPlOlzUKbwA0']	['Miranda Lambert']	49	False	Solo	3	1	79	2007-05-01	245333	11	1	4	0.268	0.509	0.932	0	0.0615	-3.948	0.0667	0.675	138.722
2MIBAmYwiuGoKUlpq9B9sZ	Can't Tell Me Nothing	['5K4W6rqBFWDnAN6FQUkS6x']	['Kanye West']	70	True	Solo	6	1	79	2007-09-11	271600	5	0	4	0.0122	0.596	0.62	0	0.82	-6.133	0.039	0.102	80.029
6gSNshJqbtq9nFBVw1PFhk	First Time	['5PokPZn11xzZXyXSfnvIM3']	['Lifehouse']	36	False	Solo	2	1	75	2007-01-01	203640	3	1	4	4.68e-05	0.444	0.951	0	0.282	-2.227	0.0667	0.466	130.778
4j2Z0fivH9kDUhqG69Z3Aa	The Great Escape	['0vWCyXMrrvMlCcepuOJaGI']	['Boys Like Girls']	50	False	Solo	1	1	57	2006-08-22	206520	1	0	4	0.00166	0.423	0.94	0	0.178	-4.012	0.0635	0.505	149.934
54JKnDB3CzVu8wNAOM27BI	When You're Gone	['0p4nmQO2msCgU4IF37Wi3j']	['Avril Lavigne']	67	False	Solo	5	1	79	2007-04-17	240493	4	0	4	0.189	0.458	0.719	0	0.228	-3.921	0.0323	0.168	142.032
2q49JWdTqa951SdCXZW44g	Never Wanted Nothing More	['3grHWM9bx2E9vwJCdlRv9O']	['Kenny Chesney']	50	False	Solo	14	1	79	2009-05-19	207720	7	1	4	0.0412	0.528	0.742	1.99e-05	0.236	-7.044	0.0526	0.746	177.842
7dP5CWoAZlHVBzNAsSxYP1	Proud of the House We Built	['0XKOBt59crntr7HQXXO8Yz']	['Brooks & Dunn']	40	False	Solo	2	1	79	2007-10-02	226187	6	1	4	0.0655	0.618	0.79	0.00641	0.11	-4.973	0.0445	0.545	119.987
6KHCir9R5lfLGXdmy7AGBw	Another Side Of You	['4aJTB79uwT4sP0Nb8QGWHc']	['Joe Nichols']	28	False	Solo	2	1	50	2007-01-01	178267	10	1	4	0.461	0.551	0.651	0.103	0.426	-8.129	0.0318	0.679	94.998
0xnjEtFD0v79s6gthZ6cFJ	Bartender	['3aQeKQSyrW4qWr35idm0cy', '0z4gvV4rjIZ9wHck67ucSV']	['T-Pain', 'Akon']	20	True	Collaboration	1	2	34	2007-09-10	238813	8	1	4	0.0592	0.827	0.395	0	0.226	-8.579	0.0808	0.419	104.951
7j31rVgGX9Q2blT92VBEA0	Teenagers	['7FBcuc1gsnv6Y1nwFtNRCb']	['My Chemical Romance']	74	False	Solo	11	1	78	2006-10-23	161920	4	1	4	0.0506	0.463	0.857	0	0.184	-3.063	0.0632	0.856	111.647
539dFCMA8lfEElDPgGpcIB	All My Friends Say	['0BvkDsjIUla7X0k6CSWh1I']	['Luke Bryan']	58	False	Solo	1	1	79	2007-01-01	242800	9	1	4	0.0439	0.683	0.9	0	0.177	-4.422	0.0333	0.962	117.036
16pmJwwNFVCqdXWPZtwZzh	Empty Walls	['0BEI7i5sgUuivcfwXLzFmM']	['Serj Tankian']	60	True	Solo	1	1	78	2007-10-16	230027	0	0	4	0.00161	0.464	0.963	0	0.196	-3.568	0.0484	0.528	160.071
0inq2EbTPQPvTPEUxUQZMq	Potential Breakup Song	['5wugb0kaq0J6nyQ5Xgd17i']	['Aly & AJ']	35	False	Solo	11	1	53	2019-06-28	219773	6	0	4	0.00082	0.572	0.89	0.00937	0.564	-4.139	0.039	0.765	158.038
3Zwu2K0Qa5sT6teCCHPShP	Thnks fr th Mmrs	['4UXqAaa6dQYAk18Lv7PEgX']	['Fall Out Boy']	74	False	Solo	7	1	79	2007-01-01	203507	10	0	4	0.00539	0.459	0.884	0	0.107	-5.005	0.0644	0.615	154.868
1hGy2eLcmC8eKx7qr1tOqx	Beautiful Girls	['6S0dmVVn4udvppDhZIWxCr']	['Sean Kingston']	76	False	Solo	1	1	66	2007-07-23	225373	1	0	4	0.15	0.762	0.661	0	0.256	-6.075	0.0687	0.769	130.009
6MnFB3qurhmGs1xdjrz5Bg	A Bay Bay	['1fQ46lgoUCz8FVXdTVNk0a']	['Hurricane Chris']	52	False	Solo	1	1	22	2007-06-19	257120	6	1	3	0.105	0.577	0.668	0	0.0924	-4.884	0.514	0.702	60.709
6HbTF52swZiGSJ2cvAJ7PU	Shadowplay	['0C0XlULifJtAgn6ZNCW2eu']	['The Killers']	53	False	Solo	2	1	79	2007-01-01	247240	2	1	4	0.000781	0.642	0.805	0.579	0.393	-7.238	0.0476	0.352	145.029
4Tn2llBm1g0UlWctmgPL8Z	Shut Up And Drive	['5pKCCKE2ajJHZ9KAiaK11H']	['Rihanna']	63	False	Solo	5	1	79	2008-06-02	212280	1	1	4	0.00101	0.735	0.826	0.129	0.197	-4.902	0.0349	0.74	132.964
5jFid6SUnYqohvNvNuZvIz	These Are My People	['2qgvmDsc4jrqbAbjq1HGM2']	['Rodney Atkins']	61	False	Solo	1	1	79	2006-07-18	213653	0	1	4	0.0316	0.558	0.896	0	0.528	-3.687	0.0545	0.63	90.064
0JKjqJLo145b1mqA6MnhIl	Do You	['21E3waRsmPlU7jZsS13rcj']	['Ne-Yo']	51	False	Solo	4	1	77	2007-01-01	228267	5	0	5	0.333	0.597	0.638	0	0.325	-5.853	0.0723	0.5	121.403
2JqDMMFTzIYXD1qFORHfhc	Wadsyaname	['2ThUOWiiWP3YdZqs4WYNOi']	['Smooth Jazz All Stars']	0	False	Solo	9	1	79	2008-09-02	205093	1	0	4	0.601	0.751	0.572	0.929	0.128	-9.705	0.11	0.722	79.982
1z7FW0nlEBGtQWQ19kz7qp	I Got It From My Mama	['085pc2PYOi8bGKj0PNjekA']	['will.i.am']	46	False	Solo	3	1	63	2007-01-01	241520	6	1	4	0.0961	0.888	0.777	3.14e-05	0.0514	-6.262	0.0505	0.876	118.998
1BV0m40U0M4t1SLIsDnwZl	1973	['7KMqksf0UMdyA0UCf4R3ux']	['James Blunt']	66	False	Solo	1	1	78	2007-09-17	280027	9	1	4	0.0652	0.72	0.668	0.00664	0.0789	-7.928	0.0269	0.768	123.007
3PNOYDruQplC92lNc7mE9W	Makes Me Wonder	['04gDigrS5kc9YWfZHwBETP']	['Maroon 5']	61	True	Solo	2	1	76	2007-01-01	211080	7	1	4	0.00485	0.803	0.851	0.000358	0.0577	-2.429	0.0357	0.881	113.996
6JEx7uIk2shRYUyJLbKuyn	Big Things Poppin' (Do It)	['3Gz69LsbxWEUvy9UKmarbF']	['Mixmaster Throwback']	0	False	Solo	4	1	79	2008-09-16	208307	7	0	4	0.0265	0.788	0.761	0.734	0.0741	-10.224	0.0491	0.776	107.988
07Tx168RSsUS1HqkDIOZbH	Cupid Shuffle	['0lax1ZgWclW6mZFaGu27MM']	['Cupid']	58	False	Solo	5	1	78	2007-09-11	231360	5	0	4	0.191	0.785	0.582	0	0.2	-4.877	0.237	0.861	71.774
0ODFPypnJLE6hKgahiuSzn	teachme	['3UVRliakQfa1pMWIsNuiZ8']	['Musiq Soulchild']	55	False	Solo	3	1	76	2007-03-13	260773	8	0	3	0.473	0.499	0.61	0	0.0722	-5.11	0.135	0.436	172.969
4T6HLdP6OcAtqC6tGnQelG	Everything	['1GxkXlMwML1oSg5eLPiAz3']	['Michael Bublé']	71	False	Solo	9	1	78	2007-04-30	212373	6	0	4	0.39	0.686	0.688	1.03e-06	0.0924	-4.981	0.0254	0.493	123.125
6miqdoICzUXCL5UHCuucjK	Clothes Off!!	['4IJczjB0fJ04gs4uvP0Fli']	['Gym Class Heroes']	47	True	Solo	4	1	76	2006-07-25	235480	11	1	4	0.0225	0.761	0.69	0	0.34	-5.56	0.11	0.742	114.987
